Hostname|Last Known Location|IPv4|IPv6|Operating System|Physical/Virtual Machine|Owner|Administrator|U of A Tag Number|Make/Model|Processor|RAM (GB)|Storage Space (GB)|GPU|Serial Number|Status|Rack Number|SRIT Access|Power Up|Support Team|Department|Comments
csc167-w03|CSC167|129.128.235.132||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMY6|active|||5|WPS|Computer Science|UGrad
csc167-w04|CSC167|129.128.235.133||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMXZ|active|||5|WPS|Computer Science|UGrad
csc167-w05|CSC167|129.128.235.134||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMY0|active|||5|WPS|Computer Science|UGrad
csc167-w06|CSC167|129.128.235.135||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMZG|active|||5|WPS|Computer Science|UGrad
csc167-w07|CSC167|129.128.235.136||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMZ6|active|||5|WPS|Computer Science|UGrad
csc167-w08|CSC167|129.128.235.137||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMZK|active|||5|WPS|Computer Science|UGrad
csc167-w09|CSC167|129.128.235.138||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMYN|active|||5|WPS|Computer Science|UGrad
csc167-w10|CSC167|129.128.235.139||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMY2|active|||5|WPS|Computer Science|UGrad
csc167-w11|CSC167|129.128.235.140||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMZF|active|||5|WPS|Computer Science|UGrad
csc167-w12|CSC167|129.128.235.141||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMZ5|active|||5|WPS|Computer Science|UGrad
csc167-w13|CSC167|129.128.235.142||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMZH|active|||5|WPS|Computer Science|UGrad
csc167-w14|CSC167|129.128.235.143||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMZJ|active|||5|WPS|Computer Science|UGrad
csc167-w15|CSC167|129.128.235.144||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMYR|active|||5|WPS|Computer Science|UGrad
csc167-w16|CSC167|129.128.235.145||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMYK|active|||5|WPS|Computer Science|UGrad
csc167-w17|CSC167|129.128.235.146||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMZ0|active|||5|WPS|Computer Science|UGrad
csc167-w18|CSC167|129.128.235.147||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMYJ|active|||5|WPS|Computer Science|UGrad
csc167-w19|CSC167|129.128.235.148||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMYG|active|||5|WPS|Computer Science|UGrad
csc167-w20|CSC167|129.128.235.149||Windows 8.1|regular|dept|tst||Lenovo ThinkCentre M93p|||||MG00FMZD|active|||5|WPS|Computer Science|UGrad
csc228-cpy|CSC228|129.128.23.64|| |printer|cs228-cpy|tst||Xerox|WorkCentre 5755||||XEH767329|active|||5||Computer Science|Printer
csora-app|IST VM|129.128.21.37||Linux CentOS 7.3|virtual||AppHosting|NA|||||||active|||5|SA1|Computer Science|
csora-db1|IST VM|129.128.21.36||Linux RHEL Server 7.4|virtual||AppHosting|NA|||||||active|||5|SA1|Computer Science|RHN# ?
csora-tst|IST VM|129.128.21.38||Linux RHEL Server 7.4|virtual||AppHosting|NA|||||||active|||5|SA1|Computer Science|RHN# ?
cs-537152|ATH315|||MacOS 10.1|laptop|balaski|balaski|537152|Apple MacBook|Intel Core2 Duo @ 2.4 GHz|4|250||||||||Computer Science|
cs-549679|ATH354|||Windows 10 Education|laptop|you|you|549679|Dell XPS 14Z|Intel i5 2430M|6|320||||||||Computer Science|
cs-549828|CSC327|||MacOS 10.12|laptop|dwishart|aguo|549828||Intel i7 @ 2.3 GHz|4| 500||||||||Computer Science|
cs-586240|ATH354|||Windows 10 Edu|laptop|you|you|586240||Intel i5 4200U @ 1.6 GHz|6|500||||||||Computer Science|
cs-717284|ATH451|||MacOS |laptop|denilson|denilson|717284||Intel i5 @ 3.1 GHz|16|512||||||||Computer Science|
cs-722629|ATH359|||Windows 10 Education|laptop|greiner|greiner|722629|ThinkPad X280|Intel i5 7200U|8|500||||||||Computer Science|
cups|IST VM|129.128.21.81||Linux Ubuntu 16.04|virtual||SA1|NA|||||||active|||5|SA1|Computer Science|
cupsr-4|CSC231|129.128.4.210||Linux Ubuntu 16.04|regular|dept|tst|549749|Dell PowerEdge R310|||||899GJS1|spare|||5|SA1|Computer Science|TST managed server - used to be miquelon
cybera-airport-2-59c|CSC259c|129.128.184.94|| |regular||cybera||||||||active|||5||Computer Science|
cybera-airport-3-43|CSC343|129.128.184.93|| |regular||cybera||||||||active|||5||Computer Science|
cyberdyne|ATH338|129.128.23.140||dual-boot Windows 10 + Ubuntu 16.04|regular|bulitko|bulitko|606167||Intel i7 6900K @ 3.2 GHz|128|2500||||||||Computer Science|
czar|GSB175|129.128.21.204||Linux openSUSE 42.3|regular|dept|tst|554346|Dell R410|||||4R2WFN1|active|F14||3|SA1|Computer Science|TST managed server
dalmuir|ATH430|129.128.25.232||Linux WPS Ubuntu 16.04|regular||mn|no-tag|Dell Optiplex|Intel Core2 Duo E8400|4|||JMTPWH1|active|||5||Computer Science|
dapp1|GSB175|129.128.21.250||Linux WPS Ubuntu 16.04|regular||drafiei|538422|Silicon Mechanics|||||SM45235|active|F14||5|SRIT|Computer Science|
dapp2|GSB175|129.128.21.251||Linux WPS Ubuntu 16.04|regular||drafiei|538423|Silicon Mechanics|||||SM45232|active|F14||5|SRIT|Computer Science|
dapp3|GSB175|129.128.21.252||Linux WPS Ubuntu 16.04|regular||drafiei|538424|Silicon Mechanics|||||SM45233|active|F14||5|SRIT|Computer Science|
dapp4|GSB175|129.128.21.253||Linux WPS Ubuntu 16.04|regular||drafiei|538425|Silicon Mechanics|||||SM45234|active|F14||5|SRIT|Computer Science|
darwell|ATH430|129.128.25.231||Linux WPS Ubuntu 16.04|regular||mn|no-tag|Dell Optiplex|Intel Core2 Duo E8400|4|||4NTPWH1|active|||5||Computer Science|
daysland|ATH200|129.128.29.244||Linux Gentoo (stand alone)|regular|johnb|johnb|||AMD Opteron 165|4|||||||||Computer Science|
dc-ah126|ATH126|129.128.22.251|| |network||steve||Dell 3348|||||d68S741|missing|||5||Computer Science|Switch
dc-ah224|ATH224A|129.128.22.247|| |network||steve||Dell 3324|||||HN424??|missing|||5||Computer Science|Switch
dc-ah326|ATH326|129.128.22.248|| |network||steve||Dell 3348|||||HN424??|missing|||5||Computer Science|Switch
dc-cs263|CSC263|129.128.22.252|| |network||steve||Dell 3348|||||7741451|missing|||5||Computer Science|Switch
dc-cs361|CSC361|129.128.22.249|| |network||steve|482833|Dell 3348|||||HN42451|missing|||5||Computer Science|Switch
deadwood|GSB175|129.128.21.12||Linux openSUSE 42.3|regular|dept|tst|538411|Dell PowerEdge 2950(3)|||||G1NKXF1|active|T27||5|SA1|Computer Science|
debolt|ATH430|129.128.25.236||Linux WPS Ubuntu 16.04|regular||mn|537355|Dell Optiplex|Intel Core2 E8400|4|||65S2KH1|active|||5||Computer Science|
deer-mtn|ATH430|129.128.25.61||Linux WPS Ubuntu 16.04|regular||mn|no-tag|Dell Optiplex|Intel Core2 E8400|4|||6NTPWH1|active|||5||Computer Science|
demay-lk|ATH430|129.128.25.47||Linux WPS Ubuntu 16.04|regular||joerg|537356|Dell Optiplex|Intel Core2 E8400|4|||95J2KH1|active|||5||Computer Science|
denard|ATH430|129.128.184.18||Windows 10|regular||joerg||Dell Vostro 470|Intel i7 3770|32|750||||||||Computer Science|
denilson-time-capsule|ATH451|129.128.4.26|| |unknown||denilson||Apple Time Capsule||||||active|||5||Computer Science|
derwent|ATH430|129.128.25.213||Linux WPS Ubuntu 16.04|regular||mn|537357|Dell Optiplex|Intel Core2 E8400|4|||85J2KH1|retired|||5||Computer Science|Moved to surplus
desktop-uou9u44|ATH411|129.128.4.93||Windows 10 Edu|regular|pierreb|pierreb||||||||active|||5||Computer Science|
devenish|CSC205|||Linux Ubuntu 16.04|regular||hasell||Dell|Intel Core2 Q9400 @ 2.66GHz|8|||||||||Computer Science|
dev-stage2|IST VM|129.128.21.19||Linux Ubuntu 16.04|virtual||gordon|NA|||||||active|||5|SA1|Computer Science|webapps development box 2
dev-stage|IST VM|129.128.21.16||Linux Ubuntu 16.04|virtual||gordon|NA|||||||active|||5|SA1|Computer Science|webapps development box
didsbury-v|ATH436|129.128.4.244|| |virtual|drafiei|drafiei|||Intel Pentium4 @ 3GHz|1|||KCTD62G|missing|||5||Computer Science|
didsbury|ATH436|129.128.4.234||Linux WPS Ubuntu 16.04|regular|drafiei|drafiei|||Intel Pentium4 @ 3GHz|1|||KCTD62G|active|||5||Computer Science|
dillberry|CSC323?|129.128.25.198|| |regular|||||Intel Core2 E8500 @ 3.2GHz|4|||FH5F5J1|missing|||5||Computer Science|
diotima|ATH452|129.128.184.19||MacOS 10.6.4|wildwest|legilmou|stroulia||Apple MacMini Exxxx| @ 2.26GHz|4|||YM00265R9G5|active|||5||Computer Science|User administered
discovery|CSC205|||dual-boot Windows 10 Edu & Ubuntu 16.04|regular||hasell||Dell XPS 9100|Intel i7 960 @ 3.2 GHz|12|1000||||||||Computer Science|
donalda|ATH430|129.128.25.202||Linux WPS Ubuntu 16.04|regular||mn|537353|Dell Optiplex|Intel Core2 E8400|4|||55S2KH1|active|||5||Computer Science|
donnelly|ATH430|129.128.25.94||Linux WPS Ubuntu 16.04|regular||mn|no-tag|Dell Optiplex|Intel Core2 E8400|4|||9NTPWH1|active|||5||Computer Science|
dorscheid|CSC205|129.128.23.36||Linux Ubuntu|regular||hasell|||Intel Core2 6600 @ 2.4|2|||||||||Computer Science|
drayton||129.128.25.62||Linux RHEL Server 5.11|regular||drafiei|||AMD Opteron 8378 @ 2.4GHz x4|65|||SM45228|missing|A||5|SRIT|Computer Science|RHN# 1018245296
drdc-edge|ATH327|129.128.184.95|| |regular|jgrant2|dwishart||||||||active|||5||Computer Science|
driftpile|ESQL137|129.128.21.72||Linux openSUSE 42.3|regular|dept|tst|529108|Dell PowerEdge 2950(3)|||||1P9ZMF1|active|12||5|SA1|Computer Science|
dunvegan|ATH430|129.128.25.229||Linux WPS Ubuntu 16.04|regular||mn|no-tag|Dell Optiplex|Intel Core2 E8400|4|||7NTPWH1|active|||5||Computer Science|
duvernay|ATH430|129.128.25.217||Linux NOP|regular||mn||Dell Optiplex|Intel Core2 E8400|4|||||||||Computer Science|
e5-gpu-server|CSC351|129.128.184.98||Linux Ubuntu 16.04|regular|nray1|nray1|no-tag|Custom Build||||||active|||5||Computer Science|
edberg|ATH237|129.128.16.166||Windows XP Pro|regular||dept||Dell OptiPlex 755|Intel Core2 @ 2.66GHz|2|||||||||Computer Science|
edwand|CSC205|129.128.23.76||Linux Ubuntu 14.04|regular||hasell|||Intel Core2 Q9400 @ 2.66GHz|8|||||||||Computer Science|
egremont|CSC363A?|129.128.25.103|| |regular||anup||Thinkpad|Intel Celeron @ 1.13GHz|248MB|||AK-VAH2N|missing|||5||Computer Science|On NAT
elkpoint|czar|129.128.21.240||Linux Slackware 14.2|virtual|dept|jmartin||||||||active|||5|SA1|Computer Science|rescue development VM
ellis-rv|CSC205|129.128.184.26||Linux Debian|regular||greiner||Dell XPS 8500|Intel i7-3770|12|||||||||Computer Science|
ellscott|CSC251|129.128.23.40||Linux WPS Ubuntu 16.04|regular||paullu|538415||Intel Core2 E8400 @ 3GHz|4|||CTGP7G1|active|||5||Computer Science|
endiang|CSC205|129.128.23.45||Windows 7|regular||hasell|||Intel Core2 Q9400 @ 2.66GHz|8|||||||||Computer Science|
entwhistle|ATH353|129.128.4.16||Windows XP Pro 5.1.2600|regular|ghlin|ghlin|467917||AMD MP2600|2|||ACS4304|active|||5||Computer Science|
esther|CSC305|129.128.23.150||MacOS 10.2|regular||sutton|460914|Apple PowerMac G5| @ 1.8GHz|512MB|||XB3410BFNVS|retired|||5||Computer Science|Retired sitting in the lab but will not be reconnected
ethnopred||||Linux RHEL Server 5.8|virtual||hajiloo|||||||||||||Computer Science|
eureka1|CSC137|129.128.22.27||Linux Fedora Core 5|cluster||steve|||AMD Opteron DP250|3.5|||SKPLF2??|active|||5||Computer Science|Steve handles
eureka10|CSC137|129.128.22.110||Linux Fedora Core 5|cluster||steve|||AMD Opteron DP250|3.5|||SKPLF2??|active|||5||Computer Science|Steve handles
eureka11|CSC137|129.128.22.28||Linux Fedora Core 5|cluster||steve|||AMD Opteron DP250|3.5|||SKPLF2??|active|||5||Computer Science|Steve handles
eureka|CSC137|129.128.22.26||Linux Fedora Core 5|cluster|aicml|layola|||AMD Opteron DP248|6.1|||||||||Computer Science|
f48sdh2|CSC211|129.128.184.145||dual-boot Win10/Ubuntu16.04|regular|zaiane|zaiane|||Intel i7 7700||||F48SDH2|active|||5||Computer Science|
f48vdh2|CSC211|129.128.184.146||dual-boot Win10/Ubuntu16.04|regular|zaiane|zaiane|||Intel i7 7700||||F48VDH2|active|||5||Computer Science|
f48wdh2|CSC211|129.128.184.142||dual-boot Win10/Ubuntu16.04|regular|zaiane|zaiane|||Intel i7 7700||||F48WDH2|active|||5||Computer Science|
f48xdh2|CSC211|129.128.184.143||dual-boot Win10/Ubuntu16.04|regular|zaiane|zaiane|||Intel i7 7700||||F48XDH2|active|||5||Computer Science|
f49tdh2|CSC211|129.128.184.144||dual-boot Win10/Ubuntu16.04|regular|zaiane|zaiane|||Intel i7 7700||||F49TDH2|active|||5||Computer Science|
f492hh2|CSC211|129.128.184.147||dual-boot Win10/Ubuntu16.04|regular|zaiane|zaiane|||Intel i7 7700||||F492HH2|active|||5||Computer Science|
f494hh2|CSC211|129.128.184.148||dual-boot Win10/Ubuntu16.04|regular|zaiane|zaiane|||Intel i7 7700||||F494HH2|active|||5||Computer Science|
fabyan-l|fabyan|129.128.28.254||OpenBSD 4.5|alias|dept|tst||||||||retired|||5||Computer Science|internal interface
fabyan|CSC139|129.128.29.234||OpenBSD 4.5|regular|dept|tst|no-tag|IBM||||||retired|B||5||Computer Science|TST managed server
falun|czar|129.128.21.14||Linux openSUSE 42.3|virtual|dept|jmartin||||||||active|||5|SA1|Computer Science|openSUSE setup
faust-old|Off Campus|||Windows 7|regular|zaiane|zaiane|539108|Dell OptiPlex 960|Intel Core2 E8500 @ 3.15GHz|4|||FH5F5J1|active|||5||Computer Science|
faust|ATH443|129.128.4.60||Windows 7|regular|zaiane|zaiane|604045||Intel i5 4590 @ 3.3GHz|16|1000||||||||Computer Science|
fawcett|CSC231|129.128.4.254|| |network||steve|503203|HP|5412zi||||SG646SV00D|active|||5||Computer Science|
fedorah1|GSB175|129.128.21.246||Linux WPS Ubuntu 16.04|regular||mburo|524467||Xeon E5420QC @ 2.5GHz|6|||SM39625|active|F14||5|SRIT|Computer Science|
fedorah2|GSB175|129.128.21.247||Linux WPS Ubuntu 16.04|regular||mburo|524464||Xeon E5420QC| @ 2.5GHz|6||SM39626|active|F14||5|SRIT|Computer Science|
fedorah3|GSB175|129.128.21.248||Linux WPS Ubuntu 16.04|regular||mburo|||Xeon E5420Q @ 2.5GHz|6|||SM41336|active|F14||5|SRIT|Computer Science|
fedorah4|GSB175|129.128.21.249||Linux WPS Ubuntu 16.04|regular||mburo|||Xeon E5420QC @ 2.5GHz|6|||SM41504|active|F14||5|SRIT|Computer Science|
ferintosh|CSC205|129.128.23.174||Linux Scientific 4.4 (Beryllium)|regular||hasell|||AMD MP2800|2|||||||||Computer Science|
firebag|CSC329|129.128.22.23||Linux Ubuntu 12.04|regular||mn|||AMD Opteron 280|8|||||||||Computer Science|
firepoint|CSC329|192.168.85.125|| |||mmueller|||||||SM68259|active|C||5||Computer Science|something to do with chinook
fire-creek|CSC329|192.168.85.129|| |cluster|585990|mmueller|||||||||||||Computer Science|
fort-kent||129.128.23.19|| |||||||||||retired|||5||Computer Science|
franchere|CSC205|129.128.23.193||Windows 7 Ent|regular||zaiane|543315|Dell Studio 540|Intel Core2 Q9400 @ 2.66GHz|8|||9FS5WK1|active|||5||Computer Science|
froglake|CSC353|129.128.25.131||Linux Ubuntu 14|regular||karteek|||Intel i7 4790K|16|||||||||Computer Science|
fs1-r|CSC139|129.128.22.230||Linux Ubuntu 12.04|regular|dept|tst|537340|SunFire X4540||32|||0909AMR141|retired|A||5||Computer Science|
fs1-u|fs1-r|129.128.29.230||Linux Ubuntu 12.04|alias|dept|tst||||||||retired|||5||Computer Science|
fs2|GSB175|129.128.21.22||SunOS unknown|regular|dept|tst|549672|Oracle 7320|||||1123FMMD23|active|F18||5|SA1|Computer Science|
fs3|GSB175|129.128.21.23||SunOS unknown|regular|dept|tst|549673|Oracle 7320|||||1123FMMD28|active|F18||5|SA1|Computer Science|
fs4|CAB311A|129.128.4.193||Linux openSUSE 13.1|regular|dept|tst|512176||Xeon 5110|8|||49S1JC1|retired|C||5|SA1|Computer Science|TST managed server
fs-ugrad|fs2|129.128.243.78||SunOS unknown|alias|dept|tst||||||||active|||5|SA1|Computer Science|
ft-mackay|CSC351|129.128.25.18||Windows 7|regular||nray1||||||||missing|||5||Computer Science|
fuego|CSC301|129.128.25.132||Linux Ubuntu 14|regular||jag|460690||Intel i7 4790k|16||||active|||5||Computer Science|
fw1|CSC231|129.128.31.51||OpenBSD 5.4|regular|dept|tst|549746|Dell PowerEdge 310|Xeon X3440 @ 2.53GHz|4|||B0YQN91|retired|B||5||Computer Science|TST managed server
fw2|CSC231|129.128.31.52||OpenBSD 5.4|regular|dept|tst|549747|Dell PowerEdge 310|Xeon X3440 @ 2.53GHz|4|||F0YQN91|retired|B||5||Computer Science|TST managed server
fws23-b|CSCB31|129.128.23.246|| |network|dept|steve|406481||||||8148|missing|||5||Computer Science|Switch
gadsby|CSC265|129.128.25.23||Windows 10|regular||yang|528949|Dell Dimension 9200|||||3N10RD1|active|||5||Computer Science|
gainford|CSC211|129.128.23.69||Linux Ubuntu 14.04|regular||jonathan|||Intel Core2 Q8300 @ 2.5GHz|8|||||||||Computer Science|
galahad|CSC265|129.128.25.24||Windows 10 Home 64-bit|regular|yang|yang|700205|Alienware Area-51 R2|Intel i7 6900K @ 3.2 GHz|32|4256||||||||Computer Science|
gamebuilder|CSC329|192.168.85.127|| ||||469352||||||ACS04592|active|C||5||Computer Science|E31220/3.1GHz-8192
gaps|new-sedgewick|129.128.21.206||Linux RHEL Server 7.4|alias||AppHosting||||||||active|||5|SA1|Computer Science|
garner|CSC265|129.128.25.84||Windows 7|regular||yang|586244|Dell XPS 8700| Intel i7 4770 @ 3.4GHz|24|||DGW9L02|active|||5||Computer Science|
ghost28|czar|129.128.28.249||Linux openSUSE 13.1|virtual|dept|tst||||||||retired|||5||Computer Science|3ds Max license server
ghostpine||129.128.23.101|| |||||||||||retired|||5||Computer Science|
glendon|CSC265|||Windows 7|regular|yang|yang||Dell XPS 8300|Intel i7 2600 @ 3.4 GHz|16|1000||||||||Computer Science|
glenevis|CSC265|129.128.25.19||Windows XP Pro x64 Edition|regular||yang|509939||AMD Opteron 2212|16|||HD031407041|missing|||5||Computer Science|Missing some drivers.
gleniffer|CSC363?|129.128.25.76||Windows |regular||pierreb|||Intel E6600|2|||||||||Computer Science|
godin-lk|CSC265|129.128.25.33||Windows 7|regular||yang|467926|Dell P4H| @ 3GHz|2|||J6KXQ31|active|||5||Computer Science|
goodfish|CSC265|129.128.25.20||Windows 7 Pro SP1|regular||yang|539104||i7 920|6|||41P8VH1|active|||5||Computer Science|BIOS set to ignore errors
goodwin-41|CSC231|129.128.41.247||Windows Server 2012|regular|dept|tst|586188||Xeon X3440m|8|||SM55562|retired|A||5||Computer Science|decommissioned 2015-10-08
goose-lk|CSC315|129.128.25.25||Linux Ubuntu 14.04|regular|||510079||AMD Athlon X2 4600+ @ 2.4GHz|4|||ACS06176|spare|||5||Computer Science|Hot Spare
gordondale|CSC265|129.128.25.64||Windows 8.1|regular||yang|586245|Dell XPS 8700|Intel i7 4770 @ 3.4GHz|24|||DGWBL02|active|||5||Computer Science|
granada|CSC265|129.128.25.29||Windows 7|regular||yang|||Intel i7 2600 @ 3.4GHz|16|||2L9LNS1|active|||5||Computer Science|
grand|GSB175|129.128.243.133||Linux RHEL Server 5.6|regular|stroulia|stroulia|549665|Silicon Mechanics iServ R143|Xeon 3430 @ 2.4GHz|8|||SM55766|active|F17||5||Computer Science|Stroulia is managing
grapefruit|ATH357|129.128.159.200||Linux Ubuntu 18.04 LTS|regular|jwright4|jwright4||Dell Precision 5820 Tower|Intel i7 7820X|16|||HGQYHQ2|active|E||5||Computer Science|James Wright is managing
grassland|CSC363?|129.128.25.36|| |unknown||||SGI Octane2||512MB|||080069105B8D|missing|||5||Computer Science|On NAT
grd101a|ATH101|129.128.4.3||Linux WPS Ubuntu 16.04|regular|dept|tst|545589|Lenovo M7484|Intel Core2 E8400 @ 3.0GHz|8|||MJPNW43|active|||5|WPS|Computer Science|
grd101b|ATH101|129.128.4.7||Linux WPS Ubuntu 16.04|regular|dept|tst|545578|Lenovo M7484|Intel Core2 E8400 @ 3.0GHz|8|||MJPNW94|active|||5|WPS|Computer Science|
grd102a|ATH102|129.128.4.12||Linux WPS Ubuntu 16.04|regular|dept|tst|545617|Lenovo M7484|Intel Core2 E8400 @ 3.0GHz|8|||MJPNW51|active|||5|WPS|Computer Science|
grd102b|ATH102|129.128.4.144||Linux WPS Ubuntu 16.04|regular|dept|tst|545609|Lenovo M7484|Intel Core2 E8400 @ 3.0GHz|8|||MJPNW59|active|||5|WPS|Computer Science|
grd105|ATH105|129.128.4.19||Linux WPS Ubuntu 16.04|regular|dept|tst|545576|Lenovo M7484|Intel Core2 E8400 @ 3.0GHz|8|||MJPNW38|active|||5|WPS|Computer Science|
grd106|ATH106|129.128.4.27||Linux WPS Ubuntu 16.04|regular|dept|tst|545621|Lenovo M7484|Intel Core2 E8400 @ 3.0GHz|8|||MJPNX33|active|||5|WPS|Computer Science|
grd107|ATH107|129.128.4.34||Linux WPS Ubuntu 16.04|regular|dept|tst|545581|Lenovo M7484|Intel Core2 E8400 @ 3.0GHz|8|||MJPNX22|active|||5|WPS|Computer Science|
grd108|ATH108|129.128.4.35||Linux WPS Ubuntu 16.04|regular|dept|tst|545590|Lenovo M7484|Intel Core2 E8400 @ 3.0GHz|8|||MJPNW41|active|||5|WPS|Computer Science|
grd109|ATH109|129.128.4.37||Linux WPS Ubuntu 16.04|regular|dept|tst|545592|Lenovo M7484|Intel Core2 E8400 @ 3.0GHz|8|||MJPNX51|active|||5|WPS|Computer Science|
grd111|ATH111|129.128.4.40||Linux WPS Ubuntu 16.04|regular|dept|tst|545602|Lenovo M7484|Intel Core2 E8400 @ 3.0GHz|8|||MJPNX36|active|||5|WPS|Computer Science|
grd113a|ATH113|129.128.4.41||Linux WPS Ubuntu 16.04|regular|dept|tst|545614|Lenovo M7484|Intel Core2 E8400 @ 3.0GHz|8|||MJPNW95|active|||5|WPS|Computer Science|
grd113b|ATH113|129.128.4.42||Linux WPS Ubuntu 16.04|regular|dept|tst|545591|Lenovo M7484|Intel Core2 E8400 @ 3.0GHz|8|||MJPNX42|active|||5|WPS|Computer Science|
grd117|ATH117|129.128.4.51||Linux WPS Ubuntu 16.04|regular|dept|tst|545612|Lenovo M7484|Intel Core2 E8400 @ 3.0GHz|8|||MJPNW30|active|||5|WPS|Computer Science|
