1 NAME|3 IP||4 OS, 5 OS version|6 CATEGORY|2 ROOM|18 RACKINFO|12 SERIAL NUMBER|9 BARCODE||7 OWNER|8 AUTHORITY|14 HOST STATUS|10 DESCRIPTION: Machine Company| Processor| RAM| HDD||
uf10|129.128.29.140||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC91501SQ|538283||dept|tst|CLEAN|HP dc7900|||||
uf11|129.128.29.141||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC920066G|||dept|tst|CLEAN|HP dc7900|||||
uf12|129.128.29.142||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC91501T2|538302||dept|tst|CLEAN|HP dc7900|||||
uf13|129.128.29.143||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC9210060|||dept|tst|CLEAN|HP dc7900|||||
uf14|129.128.29.144||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC920066V|||dept|tst|CLEAN|HP dc7900|||||
uf15|129.128.29.145||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC921006M|538427||dept|tst|CLEAN|HP dc7900|||||
uf16|129.128.29.146||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC91501SX|||dept|tst|CLEAN|HP dc7900|||||
uf17|129.128.29.147||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC91501VD|538285||dept|tst|CLEAN|HP dc7900|||||
uf18|129.128.29.148||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC920066D|538460||dept|tst|CLEAN|HP dc7900|||||
uf19|129.128.29.149||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC91302F4|538313||dept|tst|CLEAN|HP dc7900|||||
uf20|129.128.29.150||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC9210062|||dept|tst|CLEAN|HP dc7900|||||
uf21|129.128.29.151||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC921006D|||dept|tst|CLEAN|HP dc7900|||||
uf22|129.128.29.152||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC91400T6|538290||dept|tst|CLEAN|HP dc7900|||||
uf23|129.128.29.153||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC9200666|538449||dept|tst|CLEAN|HP dc7900|||||
uf24|129.128.29.154||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC920066P|||dept|tst|CLEAN|HP dc7900|||||
uf25|129.128.29.155||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC921006B|||dept|tst|CLEAN|HP dc7900|||||
ug00|129.128.29.30||Linux, WPS Ubuntu 16.04|regular|CSC159||5137JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug01|129.128.29.31||Linux, WPS Ubuntu 16.04|regular|CSC159||5159JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug02|129.128.29.32||Linux, WPS Ubuntu 16.04|regular|CSC159||5117JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug03|129.128.29.33||Linux, WPS Ubuntu 16.04|regular|CSC159||5129JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug04|129.128.29.34||Linux, WPS Ubuntu 16.04|regular|CSC159||5113JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug05|129.128.29.35||Linux, WPS Ubuntu 16.04|regular|CSC159||5118JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug06|129.128.29.36||Linux, WPS Ubuntu 16.04|regular|CSC159||5168JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug07|129.128.29.37||Linux, WPS Ubuntu 16.04|regular|CSC159||514BJS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug08|129.128.29.38||Linux, WPS Ubuntu 16.04|regular|CSC159||50Z3JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug09|129.128.29.39||Linux, WPS Ubuntu 16.04|regular|CSC159||5174JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug10|129.128.29.40||Linux, WPS Ubuntu 16.04|regular|CSC159||5139JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug11|129.128.29.41||Linux, WPS Ubuntu 16.04|regular|CSC159||5115JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug12|129.128.29.42||Linux, WPS Ubuntu 16.04|regular|CSC159||50Y8JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug13|129.128.29.43||Linux, WPS Ubuntu 16.04|regular|CSC159||50Y7JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug14|129.128.29.44||Linux, WPS Ubuntu 16.04|regular|CSC159||5134JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug15|129.128.29.45||Linux, WPS Ubuntu 16.04|regular|CSC159||5119JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug16|129.128.29.46||Linux, WPS Ubuntu 16.04|regular|CSC159||5169JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug17|129.128.29.47||Linux, WPS Ubuntu 16.04|regular|CSC159||514GJS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug18|129.128.29.48||Linux, WPS Ubuntu 16.04|regular|CSC159||516DJS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug19|129.128.29.49||Linux, WPS Ubuntu 16.04|regular|CSC159||5145JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug20|129.128.29.50||Linux, WPS Ubuntu 16.04|regular|CSC159||5108JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug21|129.128.29.51||Linux, WPS Ubuntu 16.04|regular|CSC159||5122JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug22|129.128.29.52||Linux, WPS Ubuntu 16.04|regular|CSC159||5127JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug23|129.128.29.53||Linux, WPS Ubuntu 16.04|regular|CSC159||5148JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug24|129.128.29.54||Linux, WPS Ubuntu 16.04|regular|CSC159||50Z1JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug25|129.128.29.55||Linux, WPS Ubuntu 16.04|regular|CSC159||5125JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug26|129.128.29.56||Linux, WPS Ubuntu 16.04|regular|CSC159||5166JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug27|129.128.29.57||Linux, WPS Ubuntu 16.04|regular|CSC159||50Y4JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug28|129.128.29.58||Linux, WPS Ubuntu 16.04|regular|CSC159||5164JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug29|129.128.29.59||Linux, WPS Ubuntu 16.04|regular|CSC159||50Z8JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug30|129.128.29.60||Linux, WPS Ubuntu 16.04|regular|CSC159||5138JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug31|129.128.29.61||Linux, WPS Ubuntu 16.04|regular|CSC159||516BJS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug32|129.128.29.62||Linux, WPS Ubuntu 16.04|regular|CSC159||50ZFJS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug33|129.128.29.63||Linux, WPS Ubuntu 16.04|regular|CSC159||50YFJS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ug34|129.128.29.64||Linux, WPS Ubuntu 16.04|regular|CSC159||5147JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ugfw1|129.128.31.57||OpenBSD, 4.5|regular|CSC139|B|80YQN91|497678||dept|tst|CLEAN|Dell PowerEdge 850|Celeron D 80547 @ 2.66GHz|512MB|||
ugfw2|129.128.31.58||OpenBSD, 4.5|regular|CSC139|B||497679||dept|tst|CLEAN|Dell PowerEdge 850|Celeron D 80547 @ 2.66GHz|512MB|||
ugweb|129.128.243.190||Linux, OS VERSION|alias|webdocs||SERIAL NUMBER|NA||OWNER|AUTHORITY|||||||
ui00|129.128.41.30||Linux, WPS Ubuntu 16.04|regular|CSC219||36JQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui01|129.128.41.31||Linux, WPS Ubuntu 16.04|regular|CSC219||C5JQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui02|129.128.41.32||Linux, WPS Ubuntu 16.04|regular|CSC219||2DKQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui03|129.128.41.33||Linux, WPS Ubuntu 16.04|regular|CSC219||8DKQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui04|129.128.41.34||Linux, WPS Ubuntu 16.04|regular|CSC219||74JQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui05|129.128.41.35||Linux, WPS Ubuntu 16.04|regular|CSC219||H4JQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui06|129.128.41.36||Linux, WPS Ubuntu 16.04|regular|CSC219||C4JQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui07|129.128.41.37||Linux, WPS Ubuntu 16.04|regular|CSC219||J5JQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui08|129.128.41.38||Linux, WPS Ubuntu 16.04|regular|CSC219||6CKQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui09|129.128.41.39||Linux, WPS Ubuntu 16.04|regular|CSC219||BCKQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui10|129.128.41.40||Linux, WPS Ubuntu 16.04|regular|CSC219||CCKQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui11|129.128.41.41||Linux, WPS Ubuntu 16.04|regular|CSC219||9CKQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui12|129.128.41.42||Linux, WPS Ubuntu 16.04|regular|CSC219||8CKQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui13|129.128.41.43||Linux, WPS Ubuntu 16.04|regular|CSC219||DCKQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui14|129.128.41.44||Linux, WPS Ubuntu 16.04|regular|CSC219||3DKQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui15|129.128.41.45||Linux, WPS Ubuntu 16.04|regular|CSC219||35JQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui16|129.128.41.46||Linux, WPS Ubuntu 16.04|regular|CSC219||JDKQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui17|129.128.41.47||Linux, WPS Ubuntu 16.04|regular|CSC219||DDKQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui18|129.128.41.48||Linux, WPS Ubuntu 16.04|regular|CSC219||6DKQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui19|129.128.41.49||Linux, WPS Ubuntu 16.04|regular|CSC219||93JQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui20|129.128.41.50||Linux, WPS Ubuntu 16.04|regular|CSC219||75JQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui21|129.128.41.51||Linux, WPS Ubuntu 16.04|regular|CSC219||C3JQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
ui22|129.128.41.52||Linux, WPS Ubuntu 16.04|regular|CSC219||1TX37J1|no-tag||dept|tst|CLEAN|Dell OptiPlex 755|||||
uk01|129.128.41.91||Linux, WPS Ubuntu 16.04|regular|CSC229||1K6TCP1|512124||dept|tst|CLEAN|Dell OptiPlex 745|||||
uk02|129.128.41.92||Linux, WPS Ubuntu 16.04|regular|CSC229||DJ6TCP1|512125||dept|tst|CLEAN|Dell OptiPlex 745|||||
uk03|129.128.41.93||Linux, WPS Ubuntu 16.04|regular|CSC229||5J6TPC1|512140||dept|tst|CLEAN|Dell OptiPlex 745|||||
uk04|129.128.41.94||Linux, WPS Ubuntu 16.04|regular|CSC229||DK6TCP1|512145||dept|tst|CLEAN|Dell OptiPlex 745|||||
uk05|129.128.41.95||Linux, WPS Ubuntu 16.04|regular|CSC229||1M6TCP1|512146||dept|tst|CLEAN|Dell OptiPlex 745|||||
uk06|129.128.41.96||Linux, WPS Ubuntu 16.04|regular|CSC229||DF0WSC1|512196||dept|tst|CLEAN|Dell OptiPlex 745|||||
ul01|129.128.29.161||Linux, WPS Ubuntu 16.04|regular|CSC105||DV5TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ul02|129.128.29.162||Linux, WPS Ubuntu 16.04|regular|CSC105||2W5TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ul03|129.128.29.163||Linux, WPS Ubuntu 16.04|regular|CSC105||5W5TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ul04|129.128.29.164||Linux, WPS Ubuntu 16.04|regular|CSC235||8W5TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ul05|129.128.29.165||Linux, WPS Ubuntu 16.04|regular|CSC105||2B6TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ul06|129.128.29.166||Linux, WPS Ubuntu 16.04|regular|CSC105||7J6TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ul07|129.128.29.167||Linux, WPS Ubuntu 16.04|regular|CSC105||6W5TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ul08|129.128.29.168||Linux, WPS Ubuntu 16.04|regular|CSC235||BK6TPC1|512130||dept|tst|CLEAN|Dell OptiPlex 745|||||
ul09|129.128.29.169||Linux, WPS Ubuntu 16.04|regular|CSC105||GV5TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ul10|129.128.29.170||Linux, WPS Ubuntu 16.04|regular|CSC105||JV5TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ultratrak|129.128.25.107||, |||||||||||||||
um00|129.128.41.60||Linux, WPS Ubuntu 16.04|regular|CAB311||1T3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um01|129.128.41.61||Linux, WPS Ubuntu 16.04|regular|CAB311||DYLQRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um02|129.128.41.62||Linux, WPS Ubuntu 16.04|regular|CAB311||42XQFJ1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um03|129.128.41.63||Linux, WPS Ubuntu 16.04|regular|CAB311||HS3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um04|129.128.41.64||Linux, WPS Ubuntu 16.04|regular|CAB311||2T3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um05|129.128.41.65||Linux, WPS Ubuntu 16.04|regular|CAB311||3S3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um06|129.128.41.66||Linux, WPS Ubuntu 16.04|regular|CAB311||3T3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um07|129.128.41.67||Linux, WPS Ubuntu 16.04|regular|CAB311||4S3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um08|129.128.41.68||Linux, WPS Ubuntu 16.04|regular|CAB311||4T3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um09|129.128.41.69||Linux, WPS Ubuntu 16.04|regular|CAB311||5S3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um10|129.128.41.70||Linux, WPS Ubuntu 16.04|regular|CAB311||5T3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um11|129.128.41.71||Linux, WPS Ubuntu 16.04|regular|CAB311||6S3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um12|129.128.41.72||Linux, WPS Ubuntu 16.04|regular|CAB311||6T3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um13|129.128.41.73||Linux, WPS Ubuntu 16.04|regular|CAB311||7S3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um14|129.128.41.74||Linux, WPS Ubuntu 16.04|regular|CAB311||8S3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um15|129.128.41.75||Linux, WPS Ubuntu 16.04|regular|CAB311||14JQXF1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um16|129.128.41.76||Linux, WPS Ubuntu 16.04|regular|CAB311||9S3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um17|129.128.41.77||Linux, WPS Ubuntu 16.04|regular|CAB311||BS3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um18|129.128.41.78||Linux, WPS Ubuntu 16.04|regular|CAB311||CS3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um19|129.128.41.79||Linux, WPS Ubuntu 16.04|regular|CAB311||DS3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um20|129.128.41.80||Linux, WPS Ubuntu 16.04|regular|CAB311||FS3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um21|129.128.41.81||Linux, WPS Ubuntu 16.04|regular|CAB311||GS3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um22|129.128.41.82||Linux, WPS Ubuntu 16.04|regular|CAB311||JS3QRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um23|129.128.41.83||Linux, WPS Ubuntu 16.04|regular|CAB311||8YLQRH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
um24|129.128.41.84||Linux, WPS Ubuntu 16.04|regular|CAB311||9V2SYH1|||dept|tst|CLEAN|Dell OptiPlex 755|||||
unis-master|129.128.21.31||Linux, Ubuntu 16.04|virtual|IST VM|||NA||||||||||
unis-slave|129.128.21.32||Linux, Ubuntu 16.04|virtual|IST VM|||NA||||||||||
uofa-jay|129.128.23.175||Windows, 7|regular|ATH211|||||zaiane|hasell|CLEAN||||||
usona1|129.128.25.181||Windows, XP Pro 5.1.2600|regular|CSC363?||6Y33KZKZ600E|457529|||pierreb|NOP|HP|Intel Pentium 4 @ 2.4GHz|4|||
usona2|129.128.25.182||Windows, XP Pro 5.1.2600|regular|CSC363?||6Y33KZKZ6???|457530|||pierreb|NOP|HP|Intel Pentium 4 @ 2.4GHz|4|||
usona3|129.128.25.183||Windows, XP Pro 5.1.2600|regular|CSC363?||6Y33KZKZ6???|457528|||pierreb|NOP|HP|Intel Pentium 4 @ 2.4GHz|4|||
usona4|129.128.25.184||Windows, XP Pro 5.1.2600|regular|CSC363?||6Y33KZKZ6???|457527|||pierreb|NOP|HP|Intel Pentium 4 @ 2.4GHz|4|||
usona5|129.128.25.185||Linux, Scientific 4.4 (Beryllium)|regular|CSC363?||6Y33KZKZ6???|457526|||pierreb|NOP|HP|Intel Pentium 4 @ 2.4GHz|4|||
usona6|129.128.25.186||Windows, XP Pro 5.1.2600|regular|CSC147||6Y33KZKZ600H???|457525||idanis|pierreb|CLEAN|HP|Intel Pentium 4 @ 2.4GHz|4|||
usona7|129.128.25.173||Windows, XP Pro|regular|CSC359||ACS05105|482841|||wfb,pierreb|CLEAN||AMD Opteron 250D|4|||
usona8|129.128.25.117||Windows, XP Pro|regular|CSC359||ACS05104|484840|||wfb,pierreb|CLEAN||AMD Opteron 250D|4|||
usona9|129.128.25.216||Linux, Ubuntu 10.04 LTS|regular|CSC363?||S2S057197||||pierreb|NOP||AMD Opteron 270D|4|||
usona10|||Linux, Ubuntu 10.04 LTS|regular|CSC147||S2S057198|495992||mhamilton|pierreb|CLEAN||AMD Opteron 270D|4|||
usona11|||Windows, XP Pro 5.1.2600|regular|CSC363?||63015776P||||pierreb|NOP|Toshiba Satellite 5200|||||
usona12|||Linux, Scientific 4.3 (Beryllium)|regular|CSC363?||LXAA705104606067B1EM14||||pierreb|NOP|Acer Aspire|||||
utikuma|129.128.29.231||, |||||||||NA||||||
valhalla|129.128.25.66||Linux, Fedora 13|regular|CSC353||6NFWT41|473445||zichen2|jag|NOP|Dell|Intel Pentium4 @ 3.2GHz|512MB|||
valleyview|129.128.23.118||, |unknown|CSC259B1?||03C655||||hoover,stroulia|DIRTY|Polycom SP 128|||||
vanrena|129.128.22.70||Linux, Rescue|regular|CSC231|B|SM45510|538412||dept|tst|CLEAN||AMD Opteron DP2376|32|||
vanzac|129.128.22.58||VMware ESX, 3.5.0 Update 5|regular|CSC231|B|SM39094|528930||dept|tst|CLEAN||AMD Opteron DP250|8|||
veteran|129.128.4.79||, |||||||||||||||
villeneuve|129.128.25.205||, |unknown|CSC363?||RH2535110404|||Gtwy||NOP||AMD 64 3700|1|||
vilna|129.128.25.149||, |||||||||||||||
vimy|129.128.22.59||Linux, CentOS|regular|CSC251A||SM48986|no-tag|||li|CLEAN||Xeon X5550 @ 2.66GHz|49|||
visitor4b|129.128.4.223||Linux, WPS Ubuntu 16.04|regular|ATH329||MJPNX21|545608|||dept|CLEAN|Lenovo M7484|Intel Core 2 E8400 @ 3.0GHz|8|||
visitor4c|129.128.4.224||Linux, WPS Ubuntu 16.04|regular|ATH329||MJPNW39|545583|||dept|CLEAN|Lenovo M7484|Intel Core 2 E8400 @ 3.0GHz|8|||
voldemort|129.128.184.90||Linux, Ubuntu 12.04|regular|CSC211||C14R9Y1|586215||burch|burch,bowling|NOP|Dell Optiplex 9010|Intel i7 3770 @ 3.4GHz|16|||
vulcan|129.128.23.148||Windows, 7|regular|ATH219|||||dept|tst|CLEAN||||||
wabasca|129.128.184.69||Linux, Ubuntu 16.04|regular|CSC211||3LK8HH2|704937||rgreiner|zaiane|NOP|Dell Precision 5810|||||
wam1|129.128.25.135||Linux, Ubuntu 14|regular|CSC301||||||jag|CLEAN||Quad|1|||
wam2|129.128.25.136||Linux, Ubuntu 14|regular|CSC301||||||jag|CLEAN||Quad|3|||
wanham|129.128.25.222||Windows, 98|regular|CSC363A?||A1171|363128|||wfb,pierreb|NOP||Intel PentiumII 266|128MB|||
wappau|129.128.25.121||, |regular|CSC301||K43012011GA3TH0||||jag|NOP||x86-yyy||||
warburg|129.128.21.205||Linux, Ubuntu 16.04|virtual|IST VM|||NA||||CLEAN||||||
warner|129.128.23.10||Windows, 7|regular|ATH218|||464689||gordon||CLEAN|Dell|||||
warspite|129.128.23.5||Windows, 7|regular|CSC225||9H80YG1|no-tag|||lin,anup|CLEAN|XPS|Intel Core2 Q6600|3|||
wasel|129.128.28.253||, ||ATH220|||||||||||||
waskatenau|129.128.29.243||, |regular|ATH204|||||dept|tst|CLEAN||||||
watino|129.128.25.175||Linux, Fedora 13|regular|CSC353||serial-no|444197||zichen2|jag|CLEAN||Xeon X350qc|4|||
waugh|129.128.28.251||, |||||||||||||||
wawa|129.128.25.212||Linux, Ubuntu 14|regular|CSC353||36W6L81|512167||zichen2|jag|CLEAN||PentD830 @ 3.0GHz|3|||
web1|129.128.21.66||Linux, Slackware 12.2.0|regular|CSC231|B|B0PFWG1|||dept|tst|CLEAN|Dell PowerEdge R200|Xeon x3210 @ 2.13GHz|4|||
web2|129.128.21.67||Linux, Slackware 12.2.0|regular|CSC231|B|C0PFWG1|||dept|tst|CLEAN|Dell PE R200|Xeon-x3210/2.13G|4096|||
webapps-dev|129.128.22.147||Linux, Slackware 12.2.0|alias|launch-dev|||||dept|gordon|CLEAN||||||
webapps|129.128.21.73||Linux, Ubuntu 16.04||IST VM|||NA|||IApps|CLEAN||||||
webdocs-4|129.128.21.34||Linux, RHEL Server 5.11|virtual|IST VM|||||NA|VM|CLEAN||||||
webdocs-dev|129.128.21.203||Linux, CentOS 7.4|virtual|IST VM|||NA||dept|tst|CLEAN||||||
webdocs-u|129.128.21.34||Linux, CentOS 7.4|alias|webdocs-4||||||VM|CLEAN||||||
webdocs|129.128.243.190||Linux, CentOS 7.4|virtual|IST VM|||||NA|VM|CLEAN||||||
webiou|129.128.184.99||, |unknown|ATH215||||||smir|NOP|Dell R420|||||
westlock|129.128.25.77||Windows, 95|regular|CSC363||serial-no|401286|||pierreb,wfb|NOP||||||
whitecourt|129.128.25.85||MacOS, 10.6.8|regular|CSC315||QP619036V4Q|438799||charles|charles,rod|CLEAN|Apple iMac4|Intel Core Duo @ 2.0GHz|2|||
whitegull|129.128.25.40||Windows, XP|regular|CSC333||23N0279||||dept|CLEAN|IBM|Intel Pentium4 @ 1.8GHz|256MB|||
wildhay|129.128.25.35||Linux, Ubuntu 12.04|regular|CSC353||HB5103102B|||zichen2|jag|CLEAN||AMD 64 3800|2|||
willingdon|129.128.21.244||Linux, WPS Ubuntu 16.04|regular|GSB175|F14|SM38052||||mmueller|CLEAN||Xeon E5420QC @ 2.5GHz|8|||
willmore|129.128.25.139||, |||||||||||||||
willow-lk|129.128.25.125||, |||||||||||||||
winagami|129.128.29.228||Linux, openSUSE 13.1|regular|CSC139|A|XG060362357|510234||dept|tst|CLEAN|Sun V40z|||||
www-dev|129.128.22.148||Linux, Slackware 12.2.0|alias|launch-dev|||||dept|gordon|CLEAN||||||
yeoford|129.128.4.25||Windows, 7|regular|ATH413||4DS0JF1|528947||yang|yang|CLEAN|Dell T7400|Xeon Dual E5405 @ 2.6GHz|11|||
ypmaster|129.128.21.8||Linux, Ubuntu 16.04|virtual|IST VM|||NA||||CLEAN||||||
ypslave1|129.128.21.9||Linux, Ubuntu 16.04|virtual|IST VM|||NA||||CLEAN||||||
ypslave2|||Linux, Slackware 12.2.0|regular|CSC231|A||||dept|tst|CLEAN|Dell PowerEdge 650|||||
zeus|129.128.25.127||Linux, Ubuntu 12.04|regular|CSC301|||543354||jag|jag|NOP|Barrett WAM Robot Arm 7DOF| Geode Integrated Processor 32-bit @ 500MHz|1|8||
zhang-ptr|129.128.4.18||, |printer|ATH407||PHBHC06421|603723||zhang|zhang|CLEAN|HP LaserJet M402n|||||
|129.128.184.70||, |printer|ATH224||USEK031082|360955||ath224|tst|CLEAN|HP LaserJet 4000N|||||
|||, |printer|ATH326||CNGKC67506|438958||ath326|tst|CLEAN|HP LaserJet 8150dn|||||
|129.128.4.91||MacOS, 10.3|regular|ATH338?||W871104SW0L|||bulitko|bulitko|DIRTY|PowerBook C2D|||||
|||MacOS, 10.5.8|regular|ATH339||W88117EKZE4|539107||bowling|bowling|NA|Apple iMac|Intel Core2 Duo @2.8GHz|2|||
|||Linux, Ubuntu 14.04|regular|ATH349||s2s-58398|456687||holte|holte|CLEAN||AMD XP3000|2|||
|||Linux, Ubuntu 14.04|regular|ATH354||ACS05435|509954||you|you|CLEAN||AMD Opteron 175 @ 2.2GHz|3|||
|||Linux, Ubuntu 12.04|regular|ATH403||ACS05773|512204|||mreza|CLEAN||AMD Athlon 64 3800|2|||
|129.128.25.235||Linux, Ubuntu 14.04|regular|ATH430||2NTPWH1|no-tag|||mn|CLEAN|Dell Optiplex|Intel Core2 E8400|4|||
|||Windows, 10|regular|BioSciM330||1L1GDP1||||dwishart|NOP|Dell Vostro 460|Intel i5 2400 @ 3.1GHz|8|||
|129.128.23.107||Linux, Ubuntu 14.04|regular|CSC205||4FS5WK1|543291|||hasell,zaiane|NA||Intel Core2 Q9400 @ 2.66GHz|8|||
|129.128.23.149||Linux, Ubuntu 14.04|regular|CSC205||9CQPPL1||||zaiane|NA|Dell Vostro 430|Intel i7 860 @ 2.66GHz|8|||
|||Linux, Ubuntu|regular|CSC205||FMVMVV1|549826|||hasell,zaiane|NOP|Dell Vos V470||8|||
|||, |regular|CSC211||0PS?????||||nolan|NOP||AMD MP2400|1|||
|||Windows, 8 (64-bit)|regular|CSC211||FYKXW81|513622|||bulitko|CLEAN|Dell XPS600|Intel Pentium4 @ 3.4GHz|2|||
|||Linux, Ubuntu 14.04|regular|CSC211||J3C2HS1|no-tag||holte|hasell,zaiane|CLEAN|Dell Optiplex 990|Intel i5 2500 @ 3.3 GHz| 16|500||
|||MacOS,  MocOS 10.5|regular|CSC211||G84456VPQPR|513620||||CLEAN|Apple PowerMac G5|||||
